"Year","Plot","Tag","Xcoor","Ycoor","No.leaves","Stalk_Height","Leaf.length","No.umbels","umbel.diam","YrTag","demo.note","tag.pulled","problem.tag","phenology","plantid","trt","state","psurvival","life_st","pflower","proc.note","No.leavesT1","No.umbelsT1","pflowerT1","psurvivalT1","pflowerTminus1","no.seeds","pseeds"
2025,13,3628,17,"D","4",NA,20,0,NA,NA,"",NA,NA,NA,"3628_13","control","alive",1,"Vegetative",0,NA,NA,NA,NA,NA,0,NA,NA
2026,13,3628,17,"D",NA,NA,NA,NA,NA,NA,"NPNT",NA,NA,NA,"3628_13","control",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2017,1,3629,4,"I","6",15,14,0,NA,2017,"Could be 2 plants",NA,NA,NA,"3629_1","irrigated","alive",1,"Vegetative",0,NA,"2",0,0,1,NA,NA,NA
2018,1,3629,4,"I","2",14,14,0,NA,2017,"",NA,NA,NA,"3629_1","irrigated","alive",1,"Vegetative",0,NA,"1",0,0,1,0,NA,NA
2019,1,3629,4,"I","1",NA,6,0,NA,2017,"",NA,NA,NA,"3629_1","irrigated","alive",1,"Vegetative",0,NA,"1",0,0,1,0,NA,NA
2020,1,3629,4,"I","1",NA,7.7,0,NA,2017,"",NA,NA,NA,"3629_1","irrigated","alive",1,"Vegetative",0,NA,"0",NA,NA,1,0,NA,NA
2021,1,3629,4,"I","0",NA,NA,NA,NA,2017,"NP",NA,NA,NA,"3629_1","irrigated","dormant",1,"Dormant",NA,NA,"1",0,0,1,0,NA,NA
2022,1,3629,4,"I","1",NA,18.5,0,NA,2017,"",NA,NA,NA,"3629_1","irrigated","alive",1,"Vegetative",0,NA,"3",1,1,1,NA,NA,NA
2023,1,3629,4,"I","3",26,15,1,"4",2017,"",NA,NA,NA,"3629_1","irrigated","alive",1,"Flowering",1,NA,"2",1,1,1,0,34,1
2024,1,3629,4,"I","2",23,15,1,"2.5",NA,"",NA,NA,NA,"3629_1","irrigated","alive",1,"Flowering",1,NA,"1",0,0,1,1,0,0
2025,1,3629,4,"I","1",NA,22,0,NA,NA,"",NA,NA,NA,"3629_1","irrigated","alive",1,"Vegetative",0,NA,"3",0,0,1,1,NA,NA
2026,1,3629,4,"I","3",NA,21.5,0,NA,NA,"",NA,NA,NA,"3629_1","irrigated","alive",1,"Vegetative",0,NA,NA,NA,NA,NA,0,NA,NA
2016,6,3630,16,"I","6",25.1,6.6,1,"2",2016,"",NA,NA,NA,"3630_6","irrigated","alive",1,"Flowering",1,NA,"4",1,1,1,NA,NA,NA
2017,6,3630,16,"I","4",20,13,1,"2",2016,"",NA,NA,NA,"3630_6","irrigated","alive",1,"Flowering",1,NA,"2",2,1,1,1,NA,NA
2018,6,3630,16,"I","2",27,19,2,"5",2016,"",NA,NA,NA,"3630_6","irrigated","alive",1,"Flowering",1,NA,"2",2,1,1,1,NA,NA
2019,6,3630,16,"I","2",21.5,12.5,2,"3.5",2016,"",NA,NA,NA,"3630_6","irrigated","alive",1,"Flowering",1,NA,"3",2,1,1,1,NA,NA
2020,6,3630,16,"I","3",33,12,2,"6.7",2016,"",NA,NA,NA,"3630_6","irrigated","alive",1,"Flowering",1,NA,"2",1,1,1,1,NA,NA
2021,6,3630,16,"I","2",35,15,1,"5.5",2016,"",NA,NA,NA,"3630_6","irrigated","alive",1,"Flowering",1,NA,"4",3,1,1,1,0,0
2022,6,3630,16,"I","4",65,18,3,"17.5",2016,"",NA,NA,NA,"3630_6","irrigated","alive",1,"Flowering",1,NA,"4",2,1,1,1,308,1
2023,6,3630,16,"I","4",49,26.5,2,"10.5",2016,"",NA,NA,NA,"3630_6","irrigated","alive",1,"Flowering",1,NA,"1",1,1,1,1,0,0
2024,6,3630,16,"I","1",38,17.5,1,"5",NA,"",NA,NA,NA,"3630_6","irrigated","alive",1,"Flowering",1,NA,"4",2,1,1,1,0,0
2025,6,3630,16,"I","4",42,23.5,2,"9",NA,"",NA,NA,NA,"3630_6","irrigated","alive",1,"Flowering",1,NA,"3",2,1,1,1,NA,NA
2026,6,3630,16,"I","3",57,27.5,2,"8.5",NA,"",NA,NA,NA,"3630_6","irrigated","alive",1,"Flowering",1,NA,NA,NA,NA,NA,1,200,1
2016,3,3633,2,"B","6",18.2,9.9,0,NA,2016,"",NA,NA,NA,"3633_3","control","alive",1,"Vegetative",0,NA,"1",0,0,1,NA,NA,NA
2017,3,3633,2,"B","1",13.5,13.5,0,NA,2016,"",NA,NA,NA,"3633_3","control","alive",1,"Vegetative",0,NA,"1",0,0,1,0,NA,NA
2018,3,3633,2,"B","1",15.5,15.5,0,NA,2016,"",NA,NA,NA,"3633_3","control","alive",1,"Vegetative",0,NA,"2",0,0,1,0,NA,NA
2019,3,3633,2,"B","2",NA,16,0,NA,2016,"",NA,NA,NA,"3633_3","control","alive",1,"Vegetative",0,NA,"1",0,0,1,0,NA,NA
2020,3,3633,2,"B","1",NA,10.1,0,NA,2016,"",NA,NA,NA,"3633_3","control","alive",1,"Vegetative",0,NA,"1",0,0,1,0,NA,NA
2021,3,3633,2,"B","1",NA,16,0,NA,2016,"",NA,NA,NA,"3633_3","control","alive",1,"Vegetative",0,NA,"1",0,0,1,0,NA,NA
2022,3,3633,2,"B","1",NA,15.5,0,NA,2016,"",NA,NA,NA,"3633_3","control","alive",1,"Vegetative",0,NA,"1",0,0,1,0,NA,NA
2023,3,3633,2,"B","1",NA,15,0,NA,2016,"",NA,NA,NA,"3633_3","control","alive",1,"Vegetative",0,NA,"1",0,0,1,0,NA,NA
2024,3,3633,2,"B","1",NA,25,0,NA,NA,"",NA,NA,NA,"3633_3","control","alive",1,"Vegetative",0,NA,"2",0,0,1,0,NA,NA
2025,3,3633,2,"B","2",NA,24,0,NA,NA,"",NA,NA,NA,"3633_3","control","alive",1,"Vegetative",0,NA,"3",1,1,1,0,NA,NA
2026,3,3633,2,"B","3",22.5,19.5,1,"2.5",NA,"",NA,NA,NA,"3633_3","control","alive",1,"Flowering",1,NA,NA,NA,NA,NA,0,0,0
2016,4,3634,18,"E","8",20.5,9,1,"3",2016,"Diversity plot, 2 stems",NA,NA,NA,"3634_4","irrigated","alive",1,"Flowering",1,NA,"6",2,1,1,NA,NA,NA
2017,4,3634,18,"E","6",31,8.5,2,"3.5",2016,"Diversity Plot",NA,NA,NA,"3634_4","irrigated","alive",1,"Flowering",1,NA,"4",0,0,1,1,NA,NA
2018,4,3634,18,"E","4",13,13,0,NA,2016,"",NA,NA,NA,"3634_4","irrigated","alive",1,"Vegetative",0,NA,"3",1,1,1,1,NA,NA
2019,4,3634,18,"E","3",27.5,18.5,1,"3",2016,"Diversity plot",NA,NA,NA,"3634_4","irrigated","alive",1,"Flowering",1,NA,"11",3,1,1,0,NA,NA
2020,4,3634,18,"E","11",31.5,15,3,"7.9",2016,"diversity plot",NA,NA,NA,"3634_4","irrigated","alive",1,"Flowering",1,NA,"5",1,1,1,1,NA,NA
2021,4,3634,18,"E","5",31,19.5,1,"4",2016,"",NA,NA,NA,"3634_4","irrigated","alive",1,"Flowering",1,NA,"14",6,1,1,1,0,0
2022,4,3634,18,"E","14",53,24.5,6,"30.5",2016,"",NA,NA,NA,"3634_4","irrigated","alive",1,"Flowering",1,NA,NA,NA,NA,0,1,NA,NA
2023,4,3634,18,"E",NA,NA,NA,NA,NA,2016,"NPNT. Giant vole hole! =18E.",NA,NA,NA,"3634_4","irrigated","dead",0,"Dead",NA,NA,NA,NA,NA,NA,1,NA,NA
2017,7,3636,3,"J","2",33,15.5,1,"4",2017,"",NA,NA,NA,"3636_7","drought","alive",1,"Flowering",1,NA,"4",1,1,1,NA,NA,NA
2018,7,3636,3,"J","4",31,15,1,"4.7",2017,"",NA,NA,NA,"3636_7","drought","alive",1,"Flowering",1,NA,"1",0,0,1,1,NA,NA
2019,7,3636,3,"J","1",NA,20,0,NA,2017,"",NA,NA,NA,"3636_7","drought","alive",1,"Vegetative",0,NA,"1",0,0,1,1,NA,NA
2020,7,3636,3,"J","1",NA,13.6,0,NA,2017,"",NA,NA,NA,"3636_7","drought","alive",1,"Vegetative",0,NA,"1",0,0,1,0,NA,NA
2021,7,3636,3,"J","1",NA,15.5,0,NA,2017,"",NA,NA,NA,"3636_7","drought","alive",1,"Vegetative",0,NA,"1",0,0,1,0,NA,NA
2022,7,3636,3,"J","1",NA,27,0,NA,2017,"",NA,NA,NA,"3636_7","drought","alive",1,"Vegetative",0,NA,"0",1,1,1,0,NA,NA
2023,7,3636,3,"J","0",NA,NA,1,NA,2017,"made 1 umbel earlier but now gone & senesced; no seeds or plant",NA,NA,NA,"3636_7","drought","alive",1,"Flowering",1,NA,"2",0,0,1,0,0,0
2024,7,3636,3,"J","2",NA,26,0,NA,NA,"tag 5cm from plant; tag in 3H",NA,NA,NA,"3636_7","drought","alive",1,"Vegetative",0,NA,"2",1,1,1,1,NA,NA
2025,7,3636,3,"J","2",27,27,1,"1.5",NA,"closer to 3H",NA,NA,NA,"3636_7","drought","alive",1,"Flowering",1,NA,NA,NA,NA,NA,0,2,1
2026,7,3636,3,"J",NA,NA,NA,NA,NA,NA,"NPNT",NA,NA,NA,"3636_7","drought",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2021,10,3637,6,"B","1",NA,11,0,NA,2021,"",NA,NA,NA,"3637_10","drought","alive",1,"Vegetative",0,NA,"0",NA,NA,0,NA,NA,NA
2022,10,3637,6,"B","0",NA,NA,NA,NA,2021,"NP",NA,NA,NA,"3637_10","drought","dead",0,"Dead",NA,NA,NA,NA,NA,NA,0,NA,NA
2016,13,3638,8,"C","3",13.5,4.7,1,"2",2016,"",NA,NA,NA,"3638_13","control","alive",1,"Flowering",1,NA,"5",3,1,1,NA,NA,NA
2017,13,3638,8,"C","5",11,13,3,"1.5",2016,"",NA,NA,NA,"3638_13","control","alive",1,"Flowering",1,NA,"1",0,0,1,1,NA,NA
2018,13,3638,8,"C","1",8,8,0,NA,2016,"",NA,NA,NA,"3638_13","control","alive",1,"Vegetative",0,NA,"2",1,1,1,1,NA,NA
2019,13,3638,8,"C","2",11.5,11.5,1,"2",2016,"",NA,NA,NA,"3638_13","control","alive",1,"Flowering",1,NA,"1",0,0,1,0,NA,NA
2020,13,3638,8,"C","1",NA,5,0,NA,2016,"",NA,NA,NA,"3638_13","control","alive",1,"Vegetative",0,NA,"2",0,0,1,1,NA,NA
2021,13,3638,8,"C","2",NA,9,0,NA,2016,"",NA,NA,NA,"3638_13","control","alive",1,"Vegetative",0,NA,"3",3,1,1,0,NA,NA
2022,13,3638,8,"C","3",25,10,3,"8.5",2016,"",NA,NA,NA,"3638_13","control","alive",1,"Flowering",1,NA,"3",1,1,1,0,146,1
2023,13,3638,8,"C","3",21,20,1,"4",2016,"new flower this week!",NA,NA,NA,"3638_13","control","alive",1,"Flowering",1,NA,"5",3,1,1,1,50,1
2024,13,3638,8,"C","5",27,13,3,"12.5",NA,"spittlebug",NA,NA,NA,"3638_13","control","alive",1,"Flowering",1,NA,"5",3,1,1,1,86,1
2025,13,3638,8,"C","5",15.5,13.5,3,"7.2",NA,"",NA,NA,NA,"3638_13","control","alive",1,"Flowering",1,NA,"7",3,1,1,1,NA,NA
2026,13,3638,8,"C","7",21,18.5,3,"4.5",NA,"",NA,NA,NA,"3638_13","control","alive",1,"Flowering",1,NA,NA,NA,NA,NA,1,44,1
2017,9,3639,11,"0.09","8",31,20.5,2,"3.5",2017,"Ycoord= distance from quadrat (m)",NA,NA,NA,"3639_9","irrigated","alive",1,"Flowering",1,NA,"2",1,1,1,NA,NA,NA
2018,9,3639,11,"0.09","2",23,16,1,"4.9",2017,"Ycoord= distance from quuadrat (m)",NA,NA,NA,"3639_9","irrigated","alive",1,"Flowering",1,NA,"3",1,1,1,1,NA,NA
2019,9,3639,11,"0.09","3",29,21,1,"4",2017,"",NA,NA,NA,"3639_9","irrigated","alive",1,"Flowering",1,NA,"2",1,1,1,1,NA,NA
2020,9,3639,11,"0.09","2",25,15.8,1,"3.1",2017,"",NA,NA,NA,"3639_9","irrigated","alive",1,"Flowering",1,NA,"2",0,0,1,1,NA,NA
2021,9,3639,11,"0.09","2",NA,19,0,NA,2017,"11K",NA,NA,NA,"3639_9","irrigated","alive",1,"Vegetative",0,NA,"2",0,0,1,1,NA,NA
2022,9,3639,11,"0.09","2",NA,22,0,NA,2017,"11K",NA,NA,NA,"3639_9","irrigated","alive",1,"Vegetative",0,NA,"1",0,0,1,0,NA,NA
2023,9,3639,11,"0.09","1",NA,35,0,NA,2017,"11K=11A",NA,NA,NA,"3639_9","irrigated","alive",1,"Vegetative",0,NA,"2",1,1,1,0,NA,NA
2024,9,3639,11,"0.09","2",34,23,1,"2.5",NA,"11K=11A; phen: flowering 17 may",NA,NA,NA,"3639_9","irrigated","alive",1,"Flowering",1,NA,"2",0,0,1,0,NA,NA
2025,9,3639,11,"0.09","2",NA,18,0,NA,NA," diversity 11K=11A",NA,NA,NA,"3639_9","irrigated","alive",1,"Vegetative",0,NA,"1",0,0,1,1,NA,NA
2026,9,3639,11,"0.09","1",NA,13.5,0,NA,NA," diversity 11K=11A",NA,NA,NA,"3639_9","irrigated","alive",1,"Vegetative",0,NA,NA,NA,NA,NA,0,NA,NA
2017,5,3640,5,"G","3",22,15,1,"3",2017,"",NA,NA,NA,"3640_5","drought","alive",1,"Flowering",1,NA,"1",0,0,1,NA,NA,NA
2018,5,3640,5,"G","1",7,7,0,NA,2017,"",NA,NA,NA,"3640_5","drought","alive",1,"Vegetative",0,NA,"2",0,0,1,1,NA,NA
2019,5,3640,5,"G","2",NA,13,0,NA,2017,"",NA,NA,NA,"3640_5","drought","alive",1,"Vegetative",0,NA,"0",NA,NA,1,0,NA,NA
2020,5,3640,5,"G","0",NA,NA,NA,NA,2017,"no plant",NA,NA,NA,"3640_5","drought","dormant",1,"Dormant",NA,NA,"2",0,0,1,0,NA,NA
2021,5,3640,5,"G","2",NA,10,0,NA,2017,"",NA,NA,NA,"3640_5","drought","alive",1,"Vegetative",0,NA,"0",NA,NA,0,NA,NA,NA
2022,5,3640,5,"G","0",NA,NA,NA,NA,2017,"NP. Tag accidentally pulled(was looking at wrong sheet. Keep an eye out for a plant here next year)",1,1,NA,"3640_5","drought","dead",0,"Dead",NA,NA,NA,NA,NA,NA,0,NA,NA
2016,13,3642,10,"G","8",18,6,3,"2.2",2016,"3 stalks",NA,NA,NA,"3642_13","control","alive",1,"Flowering",1,NA,"4",3,1,1,NA,NA,NA
2017,13,3642,10,"G","4",21.5,12,3,"5.5",2016,"",NA,NA,NA,"3642_13","control","alive",1,"Flowering",1,NA,"6",3,1,1,1,NA,NA
2018,13,3642,10,"G","6",18.5,18.5,3,"2.3",2016,"",NA,NA,NA,"3642_13","control","alive",1,"Flowering",1,NA,"5",2,1,1,1,NA,NA
2019,13,3642,10,"G","5",25,10,2,"6.5",2016,"",NA,NA,NA,"3642_13","control","alive",1,"Flowering",1,NA,"2",0,0,1,1,NA,NA
2020,13,3642,10,"G","2",NA,14,0,NA,2016,"leaf eaten",NA,NA,NA,"3642_13","control","alive",1,"Vegetative",0,NA,"4",2,1,1,1,NA,NA
2021,13,3642,10,"G","4",18.5,14,2,"6.5",2016,"",NA,NA,NA,"3642_13","control","alive",1,"Flowering",1,NA,"5",4,1,1,0,104,1
2022,13,3642,10,"G","5",34,14,4,"20.5",2016,"",NA,NA,NA,"3642_13","control","alive",1,"Flowering",1,NA,"7",5,1,1,1,242,1
2023,13,3642,10,"G","7",32,13,5,"26",2016,"",NA,NA,NA,"3642_13","control","alive",1,"Flowering",1,NA,NA,NA,NA,1,1,406,1
2024,13,3642,10,"G",NA,NA,NA,NA,NA,NA,"NPNT",NA,NA,NA,"3642_13","control",NA,1,NA,NA,NA,"5",3,1,1,1,NA,NA
2025,13,3642,10,"G","5",27,17,3,"11.5",NA,"one dead umbel",NA,NA,NA,"3642_13","control","alive",1,"Flowering",1,NA,"4",2,1,1,NA,122,1
2026,13,3642,10,"G","4",34,18,2,"8.5",NA,"",NA,NA,NA,"3642_13","control","alive",1,"Flowering",1,NA,NA,NA,NA,NA,1,28,1
2016,6,3643,18,"H","9",22.6,5,1,"3.6",2016,"",NA,NA,NA,"3643_6","irrigated","alive",1,"Flowering",1,NA,"3",1,1,1,NA,NA,NA
2017,6,3643,18,"H","3",18,17,1,"2",2016,"",NA,NA,NA,"3643_6","irrigated","alive",1,"Flowering",1,NA,"7",1,1,1,1,NA,NA
2018,6,3643,18,"H","7",18,17,1,"2.8",2016,"",NA,NA,NA,"3643_6","irrigated","alive",1,"Flowering",1,NA,"3",1,1,1,1,NA,NA
2019,6,3643,18,"H","3",15.5,17,1,"2.5",2016,"",NA,NA,NA,"3643_6","irrigated","alive",1,"Flowering",1,NA,"2",0,0,1,1,NA,NA
2020,6,3643,18,"H","2",NA,9.8,0,NA,2016,"",NA,NA,NA,"3643_6","irrigated","alive",1,"Vegetative",0,NA,"6",2,1,1,1,NA,NA
2021,6,3643,18,"H","6",20,14,2,"8",2016,"",NA,NA,NA,"3643_6","irrigated","alive",1,"Flowering",1,NA,"6",3,1,1,0,0,0
2022,6,3643,18,"H","6",52,26.5,3,"16",2016,"",NA,NA,NA,"3643_6","irrigated","alive",1,"Flowering",1,NA,"2",1,1,1,1,110,1
2023,6,3643,18,"H","2",22,18,1,"4",2016,"",NA,NA,NA,"3643_6","irrigated","alive",1,"Flowering",1,NA,"3",3,1,1,1,0,0
2024,6,3643,18,"H","3",35,16,3,"9.5",NA,"",NA,NA,NA,"3643_6","irrigated","alive",1,"Flowering",1,NA,"5",3,1,1,1,0,0
2025,6,3643,18,"H","5",38,22.5,3,"11.5",NA,"",NA,NA,NA,"3643_6","irrigated","alive",1,"Flowering",1,NA,"2",1,1,1,1,NA,NA
2026,6,3643,18,"H","2",24,18.5,1,"2.5",NA,"",NA,NA,NA,"3643_6","irrigated","alive",1,"Flowering",1,NA,NA,NA,NA,NA,1,0,0
2017,5,3644,8,"H","2",13,13,0,NA,2017,"",NA,NA,NA,"3644_5","drought","alive",1,"Vegetative",0,NA,"1",0,0,1,NA,NA,NA
2018,5,3644,8,"H","1",9.5,9.5,0,NA,2017,"",NA,NA,NA,"3644_5","drought","alive",1,"Vegetative",0,NA,"1",0,0,1,0,NA,NA
2019,5,3644,8,"H","1",NA,14.5,0,NA,2017,"",NA,NA,NA,"3644_5","drought","alive",1,"Vegetative",0,NA,"0",NA,NA,1,0,NA,NA
2020,5,3644,8,"H","0",NA,NA,NA,NA,2017,"no plant",NA,NA,NA,"3644_5","drought","dormant",1,"Dormant",NA,NA,"3",2,1,1,0,NA,NA
2021,5,3644,8,"H","3",10,14,2,"3",2017,"",NA,NA,NA,"3644_5","drought","alive",1,"Flowering",1,NA,"2",1,1,1,NA,0,0
2022,5,3644,8,"H","2",42,19,1,"5",2017,"",NA,NA,NA,"3644_5","drought","alive",1,"Flowering",1,NA,"7",4,1,1,1,54,1
2023,5,3644,8,"H","7",49,15,4,"21.5",2017,"",NA,NA,NA,"3644_5","drought","alive",1,"Flowering",1,NA,"0",NA,NA,1,1,140,1
2024,5,3644,8,"H","0",NA,NA,NA,NA,NA,"NP",NA,NA,NA,"3644_5","drought","dormant",1,"Dormant",NA,NA,"3",2,1,1,1,0,0
2025,5,3644,8,"H","3",25,18,2,"2.5",NA,"one umbel dead",NA,NA,NA,"3644_5","drought","alive",1,"Flowering",1,NA,"4",2,1,1,NA,NA,NA
2026,5,3644,8,"H","4",22,6,2,"6",NA,"",NA,NA,NA,"3644_5","drought","alive",1,"Flowering",1,NA,NA,NA,NA,NA,1,0,0
2016,1,3645,5,"J","4",21,13.5,1,"2.7",2016,"",NA,NA,NA,"3645_1","irrigated","alive",1,"Flowering",1,NA,"4",1,1,1,NA,NA,NA
2017,1,3645,5,"J","4",21,12.2,1,"3.4",2016,"",NA,NA,NA,"3645_1","irrigated","alive",1,"Flowering",1,NA,"3",1,1,1,1,NA,NA
2018,1,3645,5,"J","3",13,19,1,"2.3",2016,"",NA,NA,NA,"3645_1","irrigated","alive",1,"Flowering",1,NA,"2",0,0,1,1,NA,NA
2019,1,3645,5,"J","2",NA,11,0,NA,2016,"",NA,NA,NA,"3645_1","irrigated","alive",1,"Vegetative",0,NA,"1",0,0,1,1,NA,NA
2020,1,3645,5,"J","1",NA,9.6,0,NA,2016,"",NA,NA,NA,"3645_1","irrigated","alive",1,"Vegetative",0,NA,"1",0,0,1,0,NA,NA
2021,1,3645,5,"J","1",NA,17,0,NA,2016,"",NA,NA,NA,"3645_1","irrigated","alive",1,"Vegetative",0,NA,"2",1,1,1,0,NA,NA
2022,1,3645,5,"J","2",33.5,14,1,"5",2016,"",NA,NA,NA,"3645_1","irrigated","alive",1,"Flowering",1,NA,"3",1,1,1,0,0,0
2023,1,3645,5,"J","3",30,17,1,"5",2016,"",NA,NA,NA,"3645_1","irrigated","alive",1,"Flowering",1,NA,"2",1,1,1,1,12,1
2024,1,3645,5,"J","2",29.5,25,1,"6",NA,"longest leaf gone (measured shorter leaf)",NA,NA,NA,"3645_1","irrigated","alive",1,"Flowering",1,NA,"1",1,1,1,1,0,0
2025,1,3645,5,"J","1",28,25,1,NA,NA,"one umble dead",NA,NA,1,"3645_1","irrigated","alive",1,"Flowering",1,NA,"4",2,1,1,1,0,0
2026,1,3645,5,"J","4",38,16,2,"7",NA,"",NA,NA,NA,"3645_1","irrigated","alive",1,"Flowering",1,NA,NA,NA,NA,NA,1,30,1
2016,6,3648,16,"F","16",32,9,0,NA,2016,"Umbel missing?",NA,NA,NA,"3648_6","irrigated","alive",1,"Vegetative",0,NA,"4",2,1,1,NA,NA,NA
2017,6,3648,16,"F","4",29,18.5,2,"4",2016,"",NA,NA,NA,"3648_6","irrigated","alive",1,"Flowering",1,NA,"5",3,1,1,0,NA,NA
2018,6,3648,16,"F","5",15,19,3,"4",2016,"",NA,NA,NA,"3648_6","irrigated","alive",1,"Flowering",1,NA,"1",1,1,1,1,NA,NA
2019,6,3648,16,"F","1",16,14,1,"2.75",2016,"",NA,NA,NA,"3648_6","irrigated","alive",1,"Flowering",1,NA,"3",2,1,1,1,NA,NA
2020,6,3648,16,"F","3",25.6,13.1,2,"6.2",2016,"",NA,NA,NA,"3648_6","irrigated","alive",1,"Flowering",1,NA,"3",2,1,1,1,NA,NA
2021,6,3648,16,"F","3",26,11,2,"7.5",2016,"",NA,NA,NA,"3648_6","irrigated","alive",1,"Flowering",1,NA,"8",4,1,1,1,0,0
2022,6,3648,16,"F","8",43,18.5,4,"16",2016,"",NA,NA,NA,"3648_6","irrigated","alive",1,"Flowering",1,NA,"4",2,1,1,1,122,1
2023,6,3648,16,"F","4",30,17,2,"8",2016,"stalks are same height",NA,NA,NA,"3648_6","irrigated","alive",1,"Flowering",1,NA,"2",1,1,1,1,0,0
2024,6,3648,16,"F","2",20.5,14.5,1,"2",NA,"",NA,NA,NA,"3648_6","irrigated","alive",1,"Flowering",1,NA,"1",0,0,1,1,0,0
2025,6,3648,16,"F","1",NA,21,0,NA,NA,"",NA,NA,NA,"3648_6","irrigated","alive",1,"Vegetative",0,NA,"1",1,1,1,1,NA,NA
2026,6,3648,16,"F","1",29,21,1,"2.5",NA,"missed in seed counting",NA,NA,NA,"3648_6","irrigated","alive",1,"Flowering",1,NA,NA,NA,NA,NA,0,NA,NA
2017,5,3649,11,"A","3",16,11,1,"1.5",2017,"",NA,NA,NA,"3649_5","drought","alive",1,"Flowering",1,NA,"2",1,1,1,NA,NA,NA
2018,5,3649,11,"A","2",18,14.5,1,"3",2017,"",NA,NA,NA,"3649_5","drought","alive",1,"Flowering",1,NA,"1",0,0,1,1,NA,NA
2019,5,3649,11,"A","1",NA,10.5,0,NA,2017,"",NA,NA,NA,"3649_5","drought","alive",1,"Vegetative",0,NA,NA,NA,NA,1,1,NA,NA
2020,5,3649,11,"A",NA,NA,NA,NA,NA,2017,"NS",NA,NA,NA,"3649_5","drought",NA,1,NA,NA,NA,"2",1,1,1,0,NA,NA
2021,5,3649,11,"A","2",9,11.5,1,"1",2017,"",NA,NA,NA,"3649_5","drought","alive",1,"Flowering",1,NA,"2",1,1,1,NA,0,0
2022,5,3649,11,"A","2",25,16,1,"3.5",2017,"",NA,NA,NA,"3649_5","drought","alive",1,"Flowering",1,NA,"5",3,1,1,1,0,0
2023,5,3649,11,"A","5",38,17,3,"11.5",2017,"",NA,NA,NA,"3649_5","drought","alive",1,"Flowering",1,NA,"4",1,1,1,1,NA,NA
2024,5,3649,11,"A","4",26.5,11,1,"2",NA,"",NA,NA,NA,"3649_5","drought","alive",1,"Flowering",1,NA,"3",1,1,1,1,30,1
2025,5,3649,11,"A","3",9,11,1,"1.5",NA,"",NA,NA,NA,"3649_5","drought","alive",1,"Flowering",1,NA,"3",2,1,1,1,NA,NA
2026,5,3649,11,"A","3",19,16,2,"4",NA,"",NA,NA,NA,"3649_5","drought","alive",1,"Flowering",1,NA,NA,NA,NA,NA,1,0,0
2016,1,3650,7,"E","7",21.5,7,2,"2.7",2016,"",NA,NA,NA,"3650_1","irrigated","alive",1,"Flowering",1,NA,"0",NA,NA,0,NA,NA,NA
2017,1,3650,7,"E","0",NA,NA,NA,NA,2016,"No plant/dead?",NA,NA,NA,"3650_1","irrigated","dead",0,"Dead",NA,NA,NA,NA,NA,NA,1,NA,NA
2017,3,3651,3,"B","1",11.5,12,0,NA,2017,"",NA,NA,NA,"3651_3","control","alive",1,"Vegetative",0,NA,"2",0,0,1,NA,NA,NA
2018,3,3651,3,"B","2",15,15,0,NA,2017,"",NA,NA,NA,"3651_3","control","alive",1,"Vegetative",0,NA,"3",1,1,1,0,NA,NA
2019,3,3651,3,"B","3",22.5,18,1,"3.5",2017,"",NA,NA,NA,"3651_3","control","alive",1,"Flowering",1,NA,"0",NA,NA,1,0,NA,NA
2020,3,3651,3,"B","0",NA,NA,NA,NA,2017,"no plant",NA,NA,NA,"3651_3","control","dormant",1,"Dormant",NA,NA,"2",0,0,1,1,NA,NA
2021,3,3651,3,"B","2",NA,18,0,NA,2017,"",NA,NA,NA,"3651_3","control","alive",1,"Vegetative",0,NA,"3",1,1,1,NA,NA,NA
2022,3,3651,3,"B","3",33,22,1,"6.5",2017,"",NA,NA,NA,"3651_3","control","alive",1,"Flowering",1,NA,"2",1,1,1,0,62,1
2023,3,3651,3,"B","2",38,24,1,"7",2017,"seeding umbel",NA,NA,NA,"3651_3","control","alive",1,"Flowering",1,NA,"0",NA,NA,1,1,14,1
2024,3,3651,3,"B","0",NA,NA,NA,NA,NA,"NP",NA,NA,NA,"3651_3","control","dormant",1,"Dormant",NA,NA,"1",0,0,1,1,NA,NA
2025,3,3651,3,"B","1",NA,21.5,0,NA,NA,"",NA,NA,NA,"3651_3","control","alive",1,"Vegetative",0,NA,"1",0,0,1,NA,NA,NA
2026,3,3651,3,"B","1",NA,16.5,0,NA,NA,"",NA,NA,NA,"3651_3","control","alive",1,"Vegetative",0,NA,NA,NA,NA,NA,0,NA,NA
2020,2,3652,0,"C","2",NA,1.4,0,NA,2020,"",NA,NA,NA,"3652_2","control","alive",1,"Vegetative",0,NA,NA,NA,NA,0,NA,NA,NA
2021,2,3652,0,"C",NA,NA,NA,NA,NA,2020,"NPNT",NA,NA,NA,"3652_2","control","dead",0,"Dead",NA,NA,NA,NA,NA,NA,0,NA,NA
2016,2,3652,0,"C","7",15,7.2,1,"2.3",2016,"",NA,NA,NA,"3652_2_senior","control","alive",1,"Flowering",1,NA,NA,NA,NA,NA,NA,NA,NA
2017,2,3652,0,"C",NA,NA,NA,NA,NA,2016,"NP/NT",NA,NA,NA,"3652_2_senior","control",NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA
